,index,Message_Raw,User,Message_Clean,Message_Only_Text,Date,Hour,Day_of_Week
682,384,"7/2/20, 11:45 - AI Derek: And we sign up the few mentors we know to be on the call every Sunday from 5pm to 8pm
",AI Derek,And we sign up the few mentors we know to be on the call every Sunday from 5pm to 8pm,and we sign up the few mentors we know to be on the call every sunday from pm to pm,02-07-2020 11.45,11,3
683,385,"7/2/20, 11:45 - AI Derek: This is to help us gain the right traction for the future
",AI Derek,This is to help us gain the right traction for the future,this is to help us gain the right traction for the future,02-07-2020 11.45,11,3
684,389,"7/2/20, 11:46 - AI Derek: Best Data Science Interview Questions
",AI Derek,Best Data Science Interview Questions,best data science interview questions,02-07-2020 11.46,11,3
685,388,"7/2/20, 11:46 - AI Derek: So @233504782862 you’re gonna be working on a form that will be a requirement for anyone who want to be mentored
",AI Derek,So @233504782862 you’re gonna be working on a form that will be a requirement for anyone who want to be mentored,so  youre gonna be working on a form that will be a requirement for anyone who want to be mentored,02-07-2020 11.46,11,3
686,100,"7/2/20, 11:46 - Ḅj: i think its a good Idea
",Ḅj,i think its a good Idea,i think its a good idea,02-07-2020 11.46,11,3
687,390,"7/2/20, 11:47 - AI Derek: Use these questions to create the form
",AI Derek,Use these questions to create the form,use these questions to create the form,02-07-2020 11.47,11,3
688,391,"7/2/20, 11:47 - AI Derek: @233554349393 will work on additional information to be added
",AI Derek,@233554349393 will work on additional information to be added, will work on additional information to be added,02-07-2020 11.47,11,3
689,392,"7/2/20, 11:47 - AI Derek: So we can roll it out by weekend
",AI Derek,So we can roll it out by weekend,so we can roll it out by weekend,02-07-2020 11.47,11,3
690,393,"7/2/20, 11:47 - AI Derek: And see how people can sign up to be mentored
",AI Derek,And see how people can sign up to be mentored,and see how people can sign up to be mentored,02-07-2020 11.47,11,3
691,394,"7/2/20, 11:48 - AI Derek: There’s an article I want @233246521995 to stark thinking about it so we can write and publish 
",AI Derek,There’s an article I want @233246521995 to stark thinking about it so we can write and publish ,theres an article i want  to stark thinking about it so we can write and publish ,02-07-2020 11.48,11,3
692,101,"7/2/20, 11:48 - Ḅj: okay
",Ḅj,okay,okay,02-07-2020 11.48,11,3
693,102,"7/2/20, 11:56 - Ḅj: Is there an email for Notitia I can use? @233243319300 @233249435529
",Ḅj,Is there an email for Notitia I can use? @233243319300 @233249435529,is there an email for notitia i can use  ,02-07-2020 11.56,11,3
694,395,"7/2/20, 11:58 - AI Derek: Info@notitia.site
",AI Derek,Info@notitia.site,infonotitiasite,02-07-2020 11.58,11,3
695,103,"7/2/20, 12:00 - Ḅj: and password please
",Ḅj,and password please,and password please,02-07-2020 12.00,12,3
696,104,"7/2/20, 12:01 - Ḅj: okay i have it
",Ḅj,okay i have it,okay i have it,02-07-2020 12.01,12,3
697,105,"7/2/20, 12:04 - Ḅj: where can i find the inbox to this account
",Ḅj,where can i find the inbox to this account,where can i find the inbox to this account,02-07-2020 12.04,12,3
698,396,"7/2/20, 12:05 - AI Derek: @233249435529 help him out
",AI Derek,@233249435529 help him out, help him out,02-07-2020 12.05,12,3
699,97,"7/2/20, 12:06 - Alex Notitia: These are the credentials and the login link.
",Alex Notitia,These are the credentials and the login link.,these are the credentials and the login link,02-07-2020 12.06,12,3
700,98,"7/2/20, 12:12 - Alex Notitia: The platform would be getting some good face lift with regards to the Cv builder.
",Alex Notitia,The platform would be getting some good face lift with regards to the Cv builder.,the platform would be getting some good face lift with regards to the cv builder,02-07-2020 12.12,12,3
701,99,"7/2/20, 12:13 - Alex Notitia: Use these credentials.
",Alex Notitia,Use these credentials.,use these credentials,02-07-2020 12.13,12,3
702,107,"7/2/20, 12:15 - Ḅj: the login url is not working
",Ḅj,the login url is not working,the login url is not working,02-07-2020 12.15,12,3
703,106,"7/2/20, 12:15 - Ḅj: awesome
",Ḅj,awesome,awesome,02-07-2020 12.15,12,3
704,100,"7/2/20, 12:16 - Alex Notitia: Am coming.
",Alex Notitia,Am coming.,am coming,02-07-2020 12.16,12,3
705,17,"7/2/20, 12:17 - Sadat Notitia: Yes
",Sadat Notitia,Yes,yes,02-07-2020 12.17,12,3
706,102,"7/2/20, 12:20 - Alex Notitia: Try this and give me a feedback.
",Alex Notitia,Try this and give me a feedback.,try this and give me a feedback,02-07-2020 12.20,12,3
707,101,"7/2/20, 12:20 - Alex Notitia: Try this and give me a feedback.
",Alex Notitia,Try this and give me a feedback.,try this and give me a feedback,02-07-2020 12.20,12,3
708,108,"7/2/20, 12:22 - Ḅj: this url is working but all the credentials are invalid
",Ḅj,this url is working but all the credentials are invalid,this url is working but all the credentials are invalid,02-07-2020 12.22,12,3
709,103,"7/2/20, 12:24 - Alex Notitia: I would get back to you in a minute.
",Alex Notitia,I would get back to you in a minute.,i would get back to you in a minute,02-07-2020 12.24,12,3
710,109,"7/2/20, 12:24 - Ḅj: okay
",Ḅj,okay,okay,02-07-2020 12.24,12,3
711,104,"7/2/20, 12:36 - Alex Notitia: Please try again.
",Alex Notitia,Please try again.,please try again,02-07-2020 12.36,12,3
712,105,"7/2/20, 12:42 - Alex Notitia: @233246521995 
",Alex Notitia,@233246521995 , ,02-07-2020 12.42,12,3
713,69,"7/2/20, 19:36 - Adwoa Notitia: Awesome....will look into it
",Adwoa Notitia,Awesome....will look into it,awesomewill look into it,02-07-2020 19.36,19,3
714,68,"7/2/20, 19:36 - Adwoa Notitia: Ok thanks
",Adwoa Notitia,Ok thanks,ok thanks,02-07-2020 19.36,19,3
