,index,Message_Raw,User,Message_Clean,Message_Only_Text,Date,Hour,Day_of_Week
1148,236,"7/15/20, 18:39 - Ḅj: oh okay
",Ḅj,oh okay,oh okay,15-07-2020 18.39,18,2
1149,125,"7/15/20, 18:39 - Adwoa Notitia: Racheal obafumilayo lijadu
",Adwoa Notitia,Racheal obafumilayo lijadu,racheal obafumilayo lijadu,15-07-2020 18.39,18,2
1150,237,"7/15/20, 18:40 - Ḅj: i'll cross check
",Ḅj,i'll cross check,ill cross check,15-07-2020 18.40,18,2
1151,238,"7/15/20, 18:41 - Ḅj: sure
",Ḅj,sure,sure,15-07-2020 18.41,18,2
1152,126,"7/15/20, 18:41 - Adwoa Notitia: *Racheal and obafumilayo lijadu
",Adwoa Notitia,*Racheal and obafumilayo lijadu,racheal and obafumilayo lijadu,15-07-2020 18.41,18,2
1153,239,"7/15/20, 18:49 - Ḅj: these are the correct ones
",Ḅj,these are the correct ones,these are the correct ones,15-07-2020 18.49,18,2
1154,240,"7/15/20, 18:49 - Ḅj: Racheal Arkorful - rachealarkorful@gmail.com
",Ḅj,Racheal Arkorful - rachealarkorful@gmail.com,racheal arkorful  rachealarkorfulgmailcom,15-07-2020 18.49,18,2
1155,241,"7/15/20, 18:50 - Ḅj: Obafunmilayo Lijadu - lijsamobafunmilayo@gmail.com
",Ḅj,Obafunmilayo Lijadu - lijsamobafunmilayo@gmail.com,obafunmilayo lijadu  lijsamobafunmilayogmailcom,15-07-2020 18.50,18,2
1156,127,"7/15/20, 18:50 - Adwoa Notitia: Ok thanks
",Adwoa Notitia,Ok thanks,ok thanks,15-07-2020 18.50,18,2
1157,242,"7/15/20, 18:51 - Ḅj: don't mention
",Ḅj,don't mention,dont mention,15-07-2020 18.51,18,2
