,index,Message_Raw,User,Message_Clean,Message_Only_Text,Date,Hour,Day_of_Week
1067,508,"7/14/20, 12:05 - AI Derek: @233504782862 did you short list Linda Oranyo ?
",AI Derek,@233504782862 did you short list Linda Oranyo ?, did you short list linda oranyo ,14-07-2020 12.05,12,1
1068,509,"7/14/20, 12:05 - AI Derek: If not add her please
",AI Derek,If not add her please,if not add her please,14-07-2020 12.05,12,1
1069,510,"7/14/20, 12:05 - AI Derek: Okay
",AI Derek,Okay,okay,14-07-2020 12.05,12,1
1070,214,"7/14/20, 12:05 - Ḅj: yes
",Ḅj,yes,yes,14-07-2020 12.05,12,1
1071,511,"7/14/20, 12:05 - AI Derek: Then add any other person you can
",AI Derek,Then add any other person you can,then add any other person you can,14-07-2020 12.05,12,1
1072,215,"7/14/20, 12:07 - Ḅj: okay
",Ḅj,okay,okay,14-07-2020 12.07,12,1
1073,216,"7/14/20, 17:03 - Ḅj: https://picampus-school.com/programme/school-of-ai/
",Ḅj,https://picampus-school.com/programme/school-of-ai/,httpspicampusschoolcomprogrammeschoolofai,14-07-2020 17.03,17,1
1074,512,"7/14/20, 17:09 - AI Derek: The requirements alone
",AI Derek,The requirements alone,the requirements alone,14-07-2020 17.09,17,1
1075,513,"7/14/20, 17:09 - AI Derek: lol
",AI Derek,lol,lol,14-07-2020 17.09,17,1
1076,218,"7/14/20, 17:10 - Ḅj: and it requires you to travel to rome
",Ḅj,and it requires you to travel to rome,and it requires you to travel to rome,14-07-2020 17.10,17,1
1077,217,"7/14/20, 17:10 - Ḅj: 😂😂
",Ḅj,😂😂,,14-07-2020 17.10,17,1
1078,514,"7/14/20, 17:17 - AI Derek: Waaa look
",AI Derek,Waaa look,waaa look,14-07-2020 17.17,17,1
1079,219,"7/14/20, 17:18 - Ḅj: 😂
",Ḅj,😂,,14-07-2020 17.18,17,1
1080,113,"7/14/20, 18:12 - Adwoa Notitia: Thats a good adventure, don’t you think 😂🤔?
",Adwoa Notitia,"Thats a good adventure, don’t you think 😂🤔?",thats a good adventure dont you think ,14-07-2020 18.12,18,1
1081,220,"7/14/20, 18:13 - Ḅj: 😂😂
",Ḅj,😂😂,,14-07-2020 18.13,18,1
1082,114,"7/14/20, 18:18 - Adwoa Notitia: Mails going out at 8pm today to winners - Content includes
",Adwoa Notitia,Mails going out at 8pm today to winners - Content includes,mails going out at pm today to winners  content includes,14-07-2020 18.18,18,1
1083,515,"7/14/20, 18:21 - AI Derek: That’s fine
",AI Derek,That’s fine,thats fine,14-07-2020 18.21,18,1
1084,516,"7/14/20, 18:27 - AI Derek: @233249435529 delete the charges for now
",AI Derek,@233249435529 delete the charges for now, delete the charges for now,14-07-2020 18.27,18,1
1085,157,"7/14/20, 18:27 - Alex Notitia: Sure.
",Alex Notitia,Sure.,sure,14-07-2020 18.27,18,1
1086,517,"7/14/20, 18:36 - AI Derek: Nice
",AI Derek,Nice,nice,14-07-2020 18.36,18,1
1087,158,"7/14/20, 18:36 - Alex Notitia: Done.
",Alex Notitia,Done.,done,14-07-2020 18.36,18,1
1088,518,"7/14/20, 18:37 - AI Derek: When they are almost done with their mentoring program then we roll out the payment part for them to continue
",AI Derek,When they are almost done with their mentoring program then we roll out the payment part for them to continue,when they are almost done with their mentoring program then we roll out the payment part for them to continue,14-07-2020 18.37,18,1
1089,221,"7/14/20, 18:38 - Ḅj: oh okay
",Ḅj,oh okay,oh okay,14-07-2020 18.38,18,1
1090,222,"7/14/20, 18:41 - Ḅj: @233243319300 how far with the Africa AI Accelerator? Will we take part?
",Ḅj,@233243319300 how far with the Africa AI Accelerator? Will we take part?, how far with the africa ai accelerator will we take part,14-07-2020 18.41,18,1
1091,520,"7/14/20, 18:54 - AI Derek: We can look for others once we gain traction
",AI Derek,We can look for others once we gain traction,we can look for others once we gain traction,14-07-2020 18.54,18,1
1092,519,"7/14/20, 18:54 - AI Derek: No please
",AI Derek,No please,no please,14-07-2020 18.54,18,1
1093,522,"7/14/20, 18:55 - AI Derek: And it should be powered by ML
",AI Derek,And it should be powered by ML,and it should be powered by ml,14-07-2020 18.55,18,1
1094,521,"7/14/20, 18:55 - AI Derek: @233504782862 and @233249435529 we’ve got to work on this app for taxi drivers in Ghana
",AI Derek,@233504782862 and @233249435529 we’ve got to work on this app for taxi drivers in Ghana, and  weve got to work on this app for taxi drivers in ghana,14-07-2020 18.55,18,1
1095,223,"7/14/20, 18:55 - Ḅj: oh okay
",Ḅj,oh okay,oh okay,14-07-2020 18.55,18,1
1096,523,"7/14/20, 18:55 - AI Derek: I’ve discussed this with @233554349393 but we can make it more interesting if we are able to think through it
",AI Derek,I’ve discussed this with @233554349393 but we can make it more interesting if we are able to think through it,ive discussed this with  but we can make it more interesting if we are able to think through it,14-07-2020 18.55,18,1
1097,224,"7/14/20, 18:56 - Ḅj: Oh okay
",Ḅj,Oh okay,oh okay,14-07-2020 18.56,18,1
1098,524,"7/14/20, 18:56 - AI Derek: It’s also going to be an Uber like app 
",AI Derek,It’s also going to be an Uber like app ,its also going to be an uber like app ,14-07-2020 18.56,18,1
1099,525,"7/14/20, 18:57 - AI Derek: So assuming you go to tech junction to pick a taxi going to campus all you need to do is to open your app and make sure you input the taxi car number and your destination on it
",AI Derek,So assuming you go to tech junction to pick a taxi going to campus all you need to do is to open your app and make sure you input the taxi car number and your destination on it,so assuming you go to tech junction to pick a taxi going to campus all you need to do is to open your app and make sure you input the taxi car number and your destination on it,14-07-2020 18.57,18,1
1100,527,"7/14/20, 18:58 - AI Derek: This is to ensure your own security and to prevent cases of missing items and even robbery by some taxi drivers
",AI Derek,This is to ensure your own security and to prevent cases of missing items and even robbery by some taxi drivers,this is to ensure your own security and to prevent cases of missing items and even robbery by some taxi drivers,14-07-2020 18.58,18,1
1101,526,"7/14/20, 18:58 - AI Derek: And also if you take dropping or stop a taxi anywhere you make sure you input the car number and your destination on it
",AI Derek,And also if you take dropping or stop a taxi anywhere you make sure you input the car number and your destination on it,and also if you take dropping or stop a taxi anywhere you make sure you input the car number and your destination on it,14-07-2020 18.58,18,1
1102,528,"7/14/20, 18:59 - AI Derek: The driver will also have his app to get notifications of passengers who onboard his or her car
",AI Derek,The driver will also have his app to get notifications of passengers who onboard his or her car,the driver will also have his app to get notifications of passengers who onboard his or her car,14-07-2020 18.59,18,1
1103,529,"7/14/20, 18:59 - AI Derek: What do you think?
",AI Derek,What do you think?,what do you think,14-07-2020 18.59,18,1
1104,530,"7/14/20, 18:59 - AI Derek: It’s not for charging as in the case of Uber and others
",AI Derek,It’s not for charging as in the case of Uber and others,its not for charging as in the case of uber and others,14-07-2020 18.59,18,1
1105,531,"7/14/20, 18:59 - AI Derek: We are interested in Security first
",AI Derek,We are interested in Security first,we are interested in security first,14-07-2020 18.59,18,1
1106,225,"7/14/20, 18:59 - Ḅj: interesting
",Ḅj,interesting,interesting,14-07-2020 18.59,18,1
1107,532,"7/14/20, 19:00 - AI Derek: For drivers they can have dashboards that has information on their daily routines and how to maximize their work efficiently
",AI Derek,For drivers they can have dashboards that has information on their daily routines and how to maximize their work efficiently,for drivers they can have dashboards that has information on their daily routines and how to maximize their work efficiently,14-07-2020 19.00,19,1
1108,533,"7/14/20, 19:00 - AI Derek: For this I can get a Reinforcement Learning model to do that
",AI Derek,For this I can get a Reinforcement Learning model to do that,for this i can get a reinforcement learning model to do that,14-07-2020 19.00,19,1
1109,534,"7/14/20, 19:01 - AI Derek: By using maps drivers can locate places they can get passengers and where to pass to get them
",AI Derek,By using maps drivers can locate places they can get passengers and where to pass to get them,by using maps drivers can locate places they can get passengers and where to pass to get them,14-07-2020 19.01,19,1
1110,226,"7/14/20, 19:02 - Ḅj: is there a way we can get a dataset of taxis in ghana corresponding to the car number and driver detail so we use computer vision in the app for users to just scan the plates instead of having to input the car number? for location we can use the geolocation handlers
",Ḅj,is there a way we can get a dataset of taxis in ghana corresponding to the car number and driver detail so we use computer vision in the app for users to just scan the plates instead of having to input the car number? for location we can use the geolocation handlers,is there a way we can get a dataset of taxis in ghana corresponding to the car number and driver detail so we use computer vision in the app for users to just scan the plates instead of having to input the car number for location we can use the geolocation handlers,14-07-2020 19.02,19,1
1111,228,"7/14/20, 19:03 - Ḅj: awesome
",Ḅj,awesome,awesome,14-07-2020 19.03,19,1
1112,227,"7/14/20, 19:03 - Ḅj: sure
",Ḅj,sure,sure,14-07-2020 19.03,19,1
1113,536,"7/14/20, 19:10 - AI Derek: If not we use the simulated data
",AI Derek,If not we use the simulated data,if not we use the simulated data,14-07-2020 19.10,19,1
1114,535,"7/14/20, 19:10 - AI Derek: I’ll find it
",AI Derek,I’ll find it,ill find it,14-07-2020 19.10,19,1
1115,229,"7/14/20, 19:11 - Ḅj: sure
",Ḅj,sure,sure,14-07-2020 19.11,19,1
